date,day,month,year,e_oficial,e_ppp,e_ppp_adj,e_blue,rer,rer_blue
25aug2013,25,8,2013,5.6366644,6.4935064,6.060606,9.0166473,1.158,.72391182
26aug2013,26,8,2013,5.6399999,6.4935064,6.060606,9.0300007,1.1569999,.72264439
27aug2013,27,8,2013,5.6500006,6.5359478,6.060606,9.4099989,1.155,.69349104
28aug2013,28,8,2013,5.6550002,6.4935064,6.0240965,9.3800001,1.148,.69210446
29aug2013,29,8,2013,5.6700001,6.4935064,6.060606,9.3800001,1.147,.69333583
30aug2013,30,8,2013,5.6799998,6.4935064,6.060606,9.249999,1.149,.70554817
31aug2013,31,8,2013,5.6816664,6.5359478,6.060606,9.2399883,1.149,.70651978
01sep2013,1,9,2013,5.6833329,6.5359478,6.060606,9.2299881,1.15,.70810843
02sep2013,2,9,2013,5.6849999,6.5359478,6.0975609,9.2199993,1.15,.7090835
03sep2013,3,9,2013,5.6999993,6.5359478,6.0975609,9.1999998,1.15,.71249992
04sep2013,4,9,2013,5.71,6.5359478,6.060606,9.1999998,1.145,.71064675
05sep2013,5,9,2013,5.7050004,6.4935064,6.060606,9.2300005,1.14,.7046262
06sep2013,6,9,2013,5.71,6.4935064,6.060606,9.2199993,1.137,.70415074
07sep2013,7,9,2013,5.71,6.4935064,6.0240965,9.2199993,1.136,.7035315
08sep2013,8,9,2013,5.71,6.4516129,6.0240965,9.2199993,1.1339999,.70229286
09sep2013,9,9,2013,5.71,6.4516129,6.0240965,9.2199993,1.133,.70167357
10sep2013,10,9,2013,5.7200003,6.4935064,6.060606,9.1799994,1.1390001,.7097038
11sep2013,11,9,2013,5.73,6.5359478,6.0975609,9.210001,1.141,.7098729
12sep2013,12,9,2013,5.7249994,6.5359478,6.0975609,9.2199993,1.146,.71158892
13sep2013,13,9,2013,5.7349997,6.5789475,6.1349692,9.249999,1.149,.71238011
14sep2013,14,9,2013,5.7366662,6.5789475,6.1349692,9.249999,1.152,.71444756
15sep2013,15,9,2013,5.7383327,6.6225166,6.1728396,9.249999,1.1670001,.72396052
16sep2013,16,9,2013,5.7399998,6.6225166,6.1728396,9.249999,1.161,.7204476
17sep2013,17,9,2013,5.75,6.6666665,6.2111802,9.329999,1.1619999,.71613079
18sep2013,18,9,2013,5.7599998,6.6666665,6.2111802,9.329999,1.1619999,.71737623
19sep2013,19,9,2013,5.7649994,6.7114091,6.25,9.3500004,1.165,.71831274
20sep2013,20,9,2013,5.77,6.7114091,6.25,9.3500004,1.163,.71770161
21sep2013,21,9,2013,5.7733316,6.7114091,6.25,9.3566618,1.166,.71945578
22sep2013,22,9,2013,5.7766652,6.7114091,6.2893085,9.363328,1.181,.7286129
23sep2013,23,9,2013,5.7800002,6.7567568,6.2893085,9.3699999,1.168,.72049522
24sep2013,24,9,2013,5.7800002,6.7567568,6.2893085,9.3899994,1.17,.72019166
25sep2013,25,9,2013,5.7800002,6.7567568,6.2893085,9.4500008,1.17,.71561897
26sep2013,26,9,2013,5.79,6.7567568,6.2893085,9.499999,1.171,.71369374
27sep2013,27,9,2013,5.7950001,6.7567568,6.2893085,9.5300016,1.169,.71084511
28sep2013,28,9,2013,5.7966657,6.7567568,6.3291135,9.5133047,1.188,.72387451
29sep2013,29,9,2013,5.7983327,6.802721,6.3291135,9.4966383,1.1900001,.7265746
30sep2013,30,9,2013,5.7999997,6.802721,6.3291135,9.4800005,1.173,.71765816
01oct2013,1,10,2013,5.8049998,6.802721,6.3291135,9.5300016,1.174,.71511739
02oct2013,2,10,2013,5.8099999,6.802721,6.3694267,9.5699997,1.176,.71395618
03oct2013,3,10,2013,5.8199997,6.8493152,6.3694267,9.6000004,1.179,.71476871
04oct2013,4,10,2013,5.8199997,6.8493152,6.3694267,9.5500011,1.179,.71851093
05oct2013,5,10,2013,5.8233314,6.8493152,6.4102564,9.5500011,1.181,.72014177
06oct2013,6,10,2013,5.8266649,6.8965521,6.4102564,9.5500011,1.183,.72177422
07oct2013,7,10,2013,5.8300004,6.8965521,6.4102564,9.5500011,1.1849999,.72340828
08oct2013,8,10,2013,5.8300004,6.8965521,6.4102564,9.6199999,1.1849999,.71814448
09oct2013,9,10,2013,5.8300004,6.8965521,6.4102564,9.7000008,1.1849999,.71222156
10oct2013,10,10,2013,5.8350005,6.8965521,6.4516129,9.7699995,1.1849999,.70772517
11oct2013,11,10,2013,5.8400002,6.8965521,6.4516129,9.7200003,1.184,.71137446
12oct2013,12,10,2013,5.8412499,6.8965521,6.4516129,9.6898603,1.184,.71373987
13oct2013,13,10,2013,5.8424993,6.8965521,6.4102564,9.6598139,1.182,.71490347
14oct2013,14,10,2013,5.84375,6.8965521,6.4102564,9.6298599,1.182,.71728069
15oct2013,15,10,2013,5.8449998,6.8965521,6.4102564,9.6000004,1.1799999,.71844786
16oct2013,16,10,2013,5.8499994,6.8965521,6.4516129,9.7600002,1.182,.70847327
17oct2013,17,10,2013,5.8600001,6.9444447,6.4935064,9.8500013,1.192,.70914924
18oct2013,18,10,2013,5.8600001,6.9930067,6.5359478,9.8800001,1.197,.70996159
19oct2013,19,10,2013,5.8633313,7.0422535,6.5789475,9.8866634,1.204,.71403778
20oct2013,20,10,2013,5.8666649,7.0921984,6.6225166,9.8933296,1.211,.71811324
21oct2013,21,10,2013,5.8699999,7.1428571,6.6225166,9.9000006,1.216,.72100192
22oct2013,22,10,2013,5.8699999,7.1428571,6.6666665,10.05,1.222,.7137453
23oct2013,23,10,2013,5.8699999,7.1428571,6.6666665,10.05,1.222,.7137453
24oct2013,24,10,2013,5.875,7.1428571,6.6666665,9.9892702,1.22,.71751994
25oct2013,25,10,2013,5.8900003,7.1428571,6.6666665,9.9289074,1.219,.72313201
26oct2013,26,10,2013,5.8933315,7.1428571,6.6666665,9.8689098,1.2180001,.72734255
27oct2013,27,10,2013,5.8966651,7.1942449,6.6666665,9.8092737,1.22,.73338062
28oct2013,28,10,2013,5.9000001,7.1942449,6.7114091,9.749999,1.22,.73825645
29oct2013,29,10,2013,5.9000001,7.1428571,6.6666665,9.8800001,1.2130001,.72436237
30oct2013,30,10,2013,5.9099998,7.1428571,6.6666665,9.9299994,1.212,.72134143
31oct2013,31,10,2013,5.9200001,7.1428571,6.6666665,9.9199982,1.212,.72329044
01nov2013,1,11,2013,5.9399996,7.1942449,6.6666665,9.9299994,1.214,.72619945
02nov2013,2,11,2013,5.9433312,7.1942449,6.7114091,9.9133043,1.215,.72842991
03nov2013,3,11,2013,5.9466643,7.1942449,6.7114091,9.8966389,1.215,.73006582
04nov2013,4,11,2013,5.9500003,7.1942449,6.6666665,9.8800001,1.209,.72809213
05nov2013,5,11,2013,5.9599996,7.1428571,6.6666665,9.8300009,1.202,.72878122
06nov2013,6,11,2013,5.9549975,7.1942449,6.6666665,9.8300009,1.204,.72938114
07nov2013,7,11,2013,5.9500003,7.1942449,6.7114091,9.789999,1.209,.73478562
08nov2013,8,11,2013,5.9699993,7.1942449,6.7114091,9.7999992,1.206,.73467547
09nov2013,9,11,2013,5.973331,7.1942449,6.7114091,9.7966642,1.207,.73594546
10nov2013,10,11,2013,5.9766645,7.1942449,6.7114091,9.7933311,1.21,.73843765
11nov2013,11,11,2013,5.98,7.246377,6.7567568,9.789999,1.214,.74154454
12nov2013,12,11,2013,5.98,7.246377,6.7567568,9.7999992,1.214,.7407878
13nov2013,13,11,2013,5.98,7.246377,6.7567568,9.9000006,1.216,.73451304
14nov2013,14,11,2013,5.9949994,7.2992702,6.802721,9.9899988,1.216,.72972167
15nov2013,15,11,2013,6.0000005,7.2992702,6.802721,9.9399996,1.2180001,.73521137
16nov2013,16,11,2013,6.0016661,7.2992702,6.802721,9.9166107,1.219,.73775512
17nov2013,17,11,2013,6.0033331,7.2992702,6.802721,9.8932781,1.22,.74030733
18nov2013,18,11,2013,6.0049996,7.2992702,6.802721,9.8699989,1.22,.74225944
19nov2013,19,11,2013,6.0450001,7.3529406,6.8493152,9.9199982,1.223,.74526578
20nov2013,20,11,2013,6.0499997,7.3529406,6.8965521,9.9299994,1.221,.7439124
21nov2013,21,11,2013,6.0650001,7.4074073,6.8965521,9.9399996,1.219,.74378628
22nov2013,22,11,2013,6.0899992,7.4074073,6.8965521,9.9199982,1.215,.7459023
23nov2013,23,11,2013,6.0937467,7.4074073,6.8965521,9.8923836,1.219,.75090867
24nov2013,24,11,2013,6.0974956,7.4074073,6.8965521,9.8648462,1.22,.75408626
25nov2013,25,11,2013,6.1012468,7.4074073,6.8965521,9.8373842,1.216,.75417566
26nov2013,26,11,2013,6.105,7.4074073,6.8965521,9.8099985,1.214,.75550157
27nov2013,27,11,2013,6.1149998,7.4074073,6.8965521,9.7200003,1.21,.7612294
28nov2013,28,11,2013,6.1300001,7.4074073,6.8965521,9.6899996,1.21,.76545936
29nov2013,29,11,2013,6.1500001,7.4074073,6.8965521,9.5699997,1.205,.77437317
30nov2013,30,11,2013,6.1549959,7.4074073,6.8965521,9.4381924,1.205,.78582531
01dec2013,1,12,2013,6.1599956,7.4074073,6.8965521,9.3082008,1.207,.79877031
02dec2013,2,12,2013,6.1649995,7.4074073,6.8965521,9.1799994,1.204,.8085686
03dec2013,3,12,2013,6.1849999,7.4074073,6.8965521,9.2999992,1.198,.79673445
04dec2013,4,12,2013,6.2050004,7.4074073,6.8965521,9.6199999,1.193,.76949739
05dec2013,5,12,2013,6.2350001,7.4074073,6.8965521,9.6899996,1.191,.76634526
06dec2013,6,12,2013,6.25,7.4074073,6.8965521,9.499999,1.186,.78026325
07dec2013,7,12,2013,6.2516665,7.4074073,6.8965521,9.499999,1.1849999,.77981317
08dec2013,8,12,2013,6.2533331,7.4074073,6.8965521,9.499999,1.186,.78067935
09dec2013,9,12,2013,6.2550001,7.4074073,6.8965521,9.499999,1.186,.78088742
10dec2013,10,12,2013,6.27,7.4074073,6.8965521,9.5500011,1.184,.77734864
11dec2013,11,12,2013,6.2849998,7.4626865,6.9444447,9.539999,1.1900001,.78397804
12dec2013,12,12,2013,6.29,7.5187969,6.9930067,9.5500011,1.199,.78970778
13dec2013,13,12,2013,6.2949996,7.5757575,7.0422535,9.6000004,1.205,.79015362
14dec2013,14,12,2013,6.3033223,7.6335878,7.0921984,9.6332188,1.214,.79435891
15dec2013,15,12,2013,6.311656,7.6923079,7.1428571,9.6665525,1.222,.79788983
16dec2013,16,12,2013,6.3200002,7.6923079,7.1942449,9.7000008,1.221,.79553807
17dec2013,17,12,2013,6.3400002,7.7519383,7.246377,9.749999,1.226,.79721445
18dec2013,18,12,2013,6.3849998,7.7519383,7.246377,9.7999992,1.222,.79617047
19dec2013,19,12,2013,6.4050007,7.7519383,7.246377,9.6899996,1.214,.80244291
20dec2013,20,12,2013,6.4300003,7.7519383,7.246377,9.6500006,1.209,.80558234
21dec2013,21,12,2013,6.4366603,7.7519383,7.246377,9.6666384,1.21,.80569464
22dec2013,22,12,2013,6.4433265,7.7519383,7.246377,9.6833048,1.21,.80514091
23dec2013,23,12,2013,6.4500008,7.7519383,7.246377,9.7000008,1.207,.80259281
24dec2013,24,12,2013,6.4599853,7.7519383,7.246377,9.7662144,1.2079999,.79904675
25dec2013,25,12,2013,6.469985,7.8124995,7.246377,9.83288,1.2079999,.7948578
26dec2013,26,12,2013,6.48,7.8124995,7.246377,9.9000006,1.2029999,.78741807
27dec2013,27,12,2013,6.4999995,7.8124995,7.246377,9.9700003,1.199,.78169507
28dec2013,28,12,2013,6.5083227,7.8124995,7.246377,9.97999,1.2,.7825647
29dec2013,29,12,2013,6.5166559,7.8124995,7.246377,9.9899902,1.2,.78278232
30dec2013,30,12,2013,6.5250001,7.8124995,7.246377,10.000001,1.194,.77908498
31dec2013,31,12,2013,6.5333233,7.8124995,7.246377,10.056349,1.194,.77570772
01jan2014,1,1,2014,6.5416565,7.7519383,7.246377,10.113015,1.193,.77169824
02jan2014,2,1,2014,6.5500002,7.7519383,7.246377,10.17,1.188,.76513267
03jan2014,3,1,2014,6.5599999,7.7519383,7.246377,10.300001,1.1849999,.7547183
04jan2014,4,1,2014,6.5733066,7.7519383,7.246377,10.356359,1.186,.75276858
05jan2014,5,1,2014,6.5866394,7.7519383,7.246377,10.413025,1.186,.75019068
06jan2014,6,1,2014,6.5999999,7.8124995,7.246377,10.47,1.187,.74825215
07jan2014,7,1,2014,6.605001,7.8124995,7.246377,10.899999,1.182,.71624881
08jan2014,8,1,2014,6.6100001,7.8124995,7.246377,10.750001,1.181,.72617763
09jan2014,9,1,2014,6.6349998,7.8124995,7.246377,10.8,1.178,.72370642
10jan2014,10,1,2014,6.665,7.8124995,7.246377,10.8,1.174,.72451019
11jan2014,11,1,2014,6.6766458,7.8124995,7.2992702,10.789991,1.184,.73263717
12jan2014,12,1,2014,6.6883135,7.8124995,7.2992702,10.779991,1.1849999,.73521864
13jan2014,13,1,2014,6.7000003,7.8124995,7.2992702,10.77,1.176,.73158771
14jan2014,14,1,2014,6.7150002,7.8124995,7.2992702,10.929998,1.17,.71880609
15jan2014,15,1,2014,6.7650003,7.8124995,7.2992702,11.209999,1.169,.70546705
16jan2014,16,1,2014,6.7799997,7.8740153,7.2992702,11.549998,1.17,.68680525
17jan2014,17,1,2014,6.8049994,7.8740153,7.2992702,11.95,1.161,.66113847
18jan2014,18,1,2014,6.8166466,7.8740153,7.3529406,11.849151,1.176,.6765359
19jan2014,19,1,2014,6.8283138,7.8740153,7.3529406,11.749155,1.176,.68346167
20jan2014,20,1,2014,6.8400002,7.8740153,7.3529406,11.650001,1.154,.67754161
21jan2014,21,1,2014,6.8900003,7.8740153,7.3529406,11.860001,1.154,.6704098
22jan2014,22,1,2014,7.125,7.8740153,7.3529406,12.150001,1.143,.67027771
23jan2014,23,1,2014,8.0099993,7.8740153,7.3529406,13.059999,1.107,.67894864
24jan2014,24,1,2014,8.0150003,7.9365077,7.3529406,11.699999,1.105,.75697237
25jan2014,25,1,2014,8.0133324,7.9365077,7.4074073,11.848117,1.1059999,.74802989
26jan2014,26,1,2014,8.0116653,7.9365077,7.4074073,11.99811,1.109,.74052805
27jan2014,27,1,2014,8.0099993,7.9365077,7.4074073,12.150001,1.1109999,.73243684
28jan2014,28,1,2014,8.0150003,8,7.4074073,12.5,1.113,.71365565
29jan2014,29,1,2014,8.0099993,8,7.4626865,12.900002,1.115,.69233704
30jan2014,30,1,2014,8.0250006,8,7.4626865,12.6,.99900001,.6362679
31jan2014,31,1,2014,8.0250006,8,7.4626865,12.65,.99900001,.633753
01feb2014,1,2,2014,8.0250006,8,7.4626865,12.616578,1,.63606793
02feb2014,2,2,2014,8.0250006,8,7.4626865,12.583244,1.001,.63839072
03feb2014,3,2,2014,8.0250006,8,7.4626865,12.549998,1.001,.64008182
04feb2014,4,2,2014,8.0150003,8.0645161,7.4626865,12.549998,1.0039999,.64120007
05feb2014,5,2,2014,7.9099989,8.0645161,7.5187969,12.549998,1.01,.63658166
06feb2014,6,2,2014,7.8899994,8.0645161,7.5187969,12.400002,1.021,.6496523
07feb2014,7,2,2014,7.8499999,8.0645161,7.5187969,12.150001,1.027,.66353488
08feb2014,8,2,2014,7.8399873,8.0645161,7.5187969,11.980994,1.0319999,.67530841
09feb2014,9,2,2014,7.8299866,8.1300812,7.5757575,11.814339,1.034,.68528646
10feb2014,10,2,2014,7.8199992,8.1300812,7.5757575,11.650001,1.036,.6954093
11feb2014,11,2,2014,7.8199992,8.1300812,7.6335878,11.650001,1.045,.70145047
12feb2014,12,2,2014,7.8199992,8.1967211,7.6335878,12.100001,1.051,.67924118
13feb2014,13,2,2014,7.7999997,8.2644625,7.6923079,11.95,1.056,.68927193
14feb2014,14,2,2014,7.7900009,8.2644625,7.6923079,11.849998,1.0599999,.69682711
15feb2014,15,2,2014,7.7866654,8.333334,7.7519383,11.82662,1.064,.70053935
16feb2014,16,2,2014,7.7833323,8.333334,7.7519383,11.803288,1.068,.7042613
17feb2014,17,2,2014,7.7800002,8.4033613,7.8124995,11.780001,1.079,.71261621
18feb2014,18,2,2014,7.775001,8.4033613,7.8124995,11.780001,1.079,.71215832
19feb2014,19,2,2014,7.7900009,8.333334,7.8124995,11.800001,1.0779999,.71166271
20feb2014,20,2,2014,7.8249998,8.333334,7.8124995,11.830001,1.074,.71040142
21feb2014,21,2,2014,7.8649998,8.333334,7.8124995,11.800001,1.068,.71184903
22feb2014,22,2,2014,7.8683314,8.333334,7.7519383,11.766573,1.067,.71350509
23feb2014,23,2,2014,7.871664,8.333334,7.7519383,11.733239,1.066,.7151643
24feb2014,24,2,2014,7.8749986,8.333334,7.7519383,11.699999,1.0599999,.71346146
25feb2014,25,2,2014,7.8800001,8.333334,7.7519383,11.650001,1.059,.7163021
26feb2014,26,2,2014,7.8899994,8.333334,7.7519383,11.549998,1.053,.71932209
27feb2014,27,2,2014,7.8899994,8.2644625,7.7519383,11.449999,1.052,.72491533
28feb2014,28,2,2014,7.8849988,8.2644625,7.7519383,11.250001,1.053,.73803586
01mar2014,1,3,2014,7.8859987,8.2644625,7.7519383,11.10638,1.051,.74625438
02mar2014,2,3,2014,7.8869987,8.2644625,7.6923079,10.964593,1.05,.75528097
03mar2014,3,3,2014,7.8879991,8.2644625,7.6923079,10.824616,1.05,.76514477
04mar2014,4,3,2014,7.8889995,8.2644625,7.6923079,10.686426,1.05,.77513748
05mar2014,5,3,2014,7.8899994,8.2644625,7.7519383,10.549999,1.052,.7867564
06mar2014,6,3,2014,7.8849988,8.2644625,7.6923079,11.000001,1.051,.75337577
07mar2014,7,3,2014,7.8749986,8.2644625,7.7519383,11.049999,1.051,.74901581
08mar2014,8,3,2014,7.8749986,8.2644625,7.7519383,11.016564,1.052,.75200385
09mar2014,9,3,2014,7.8749986,8.2644625,7.7519383,10.983232,1.053,.75500304
10mar2014,10,3,2014,7.8749986,8.333334,7.7519383,10.949999,1.056,.75945199
11mar2014,11,3,2014,7.8749986,8.333334,7.8124995,10.849999,1.063,.77153212
12mar2014,12,3,2014,7.8849988,8.4033613,7.8124995,10.849999,1.067,.77541888
13mar2014,13,3,2014,7.895,8.4033613,7.8740153,11.000001,1.068,.76653266
14mar2014,14,3,2014,7.9049988,8.474576,7.8740153,10.949999,1.0700001,.77245206
15mar2014,15,3,2014,7.9149871,8.474576,7.8740153,10.933308,1.074,.77750456
16mar2014,16,3,2014,7.9249873,8.474576,7.9365077,10.91664,1.0779999,.78257918
17mar2014,17,3,2014,7.9349999,8.5470085,7.9365077,10.899999,1.082,.78767622
18mar2014,18,3,2014,7.9650006,8.5470085,7.9365077,10.929998,1.0779999,.78556919
19mar2014,19,3,2014,7.9650006,8.5470085,7.9365077,10.92,1.073,.78264153
20mar2014,20,3,2014,7.9749994,8.5470085,7.9365077,10.949999,1.073,.78147715
21mar2014,21,3,2014,7.9849992,8.5470085,7.9365077,10.899999,1.072,.78531379
22mar2014,22,3,2014,7.9924893,8.5470085,7.9365077,10.899999,1.069,.78385061
23mar2014,23,3,2014,7.9999857,8.5470085,7.9365077,10.899999,1.069,.78458583
24mar2014,24,3,2014,8.0074892,8.5470085,8,10.899999,1.075,.7897296
25mar2014,25,3,2014,8.0150003,8.5470085,8,10.899999,1.074,.78973496
26mar2014,26,3,2014,8.0099993,8.5470085,8,10.899999,1.068,.78483295
27mar2014,27,3,2014,8.0099993,8.5470085,8,10.849999,1.069,.78918797
28mar2014,28,3,2014,8.0150003,8.5470085,8,10.849999,1.069,.78968072
29mar2014,29,3,2014,8.0133324,8.5470085,8,10.833308,1.071,.79221225
30mar2014,30,3,2014,8.0116653,8.5470085,8,10.816641,1.072,.79400855
31mar2014,31,3,2014,8.0099993,8.6206903,8,10.8,1.072,.79506654
01apr2014,1,4,2014,8.0099993,8.6206903,8,10.8,1.074,.79654986
02apr2014,2,4,2014,8.0099993,8.6206903,8,10.774971,1.074,.79840016
03apr2014,3,4,2014,8.0099993,8.6206903,8,10.750001,1.075,.80099988
04apr2014,4,4,2014,8.0099993,8.6206903,8,10.700001,1.075,.80474287
05apr2014,5,4,2014,8.0099993,8.6206903,8,10.666562,1.075,.80726564
06apr2014,6,4,2014,8.0099993,8.6206903,8,10.633228,1.076,.81054956
07apr2014,7,4,2014,8.0099993,8.6206903,8,10.599999,1.075,.8123349
08apr2014,8,4,2014,8.0099993,8.6206903,8,10.339999,1.075,.83276111
09apr2014,9,4,2014,8.0099993,8.6206903,8,10.300001,1.075,.83599496
10apr2014,10,4,2014,8.0099993,8.6206903,8,10.300001,1.075,.83599496
11apr2014,11,4,2014,8.0099993,8.6206903,8,10.380001,1.077,.83109522
12apr2014,12,4,2014,8.0099993,8.6206903,8.0645161,10.34656,1.0779999,.83455557
13apr2014,13,4,2014,8.0099993,8.6206903,8.0645161,10.313226,1.079,.83802968
14apr2014,14,4,2014,8.0099993,8.6206903,8.0645161,10.28,1.081,.8422966
15apr2014,15,4,2014,8.0099993,8.695652,8.0645161,10.399999,1.0829999,.83411819
16apr2014,16,4,2014,8.0099993,8.695652,8.0645161,10.399999,1.085,.83565867
17apr2014,17,4,2014,8.0099993,8.695652,8.1300812,10.399999,1.087,.83719903
18apr2014,18,4,2014,8.0099993,8.695652,8.1300812,10.399999,1.0880001,.83796924
19apr2014,19,4,2014,8.0099993,8.695652,8.1300812,10.399999,1.09,.83950961
20apr2014,20,4,2014,8.0099993,8.695652,8.1300812,10.399999,1.091,.84027976
21apr2014,21,4,2014,8.0099993,8.7719297,8.1300812,10.399999,1.091,.84027976
22apr2014,22,4,2014,8.0099993,8.7719297,8.1300812,10.399999,1.0930001,.84182018
23apr2014,23,4,2014,8.0099993,8.7719297,8.1300812,10.500001,1.094,.83456552
24apr2014,24,4,2014,8.0099993,8.7719297,8.1967211,10.700001,1.097,.82121199
25apr2014,25,4,2014,8.0099993,8.7719297,8.1967211,10.750001,1.099,.81888258
26apr2014,26,4,2014,8.0099993,8.8495579,8.1967211,10.733308,1.101,.82164872
27apr2014,27,4,2014,8.0099993,8.8495579,8.1967211,10.716641,1.103,.82442147
28apr2014,28,4,2014,8.0099993,8.8495579,8.1967211,10.700001,1.103,.82570362
29apr2014,29,4,2014,8.0099993,8.8495579,8.2644625,10.599999,1.109,.8380273
30apr2014,30,4,2014,8.0099993,8.8495579,8.2644625,10.549999,1.109,.84199893
01may2014,1,5,2014,8.0099993,8.8495579,8.2644625,10.539981,1.107,.84127939
02may2014,2,5,2014,8.0099993,8.8495579,8.2644625,10.529972,1.105,.84055769
03may2014,3,5,2014,8.0099993,8.8495579,8.1967211,10.519972,1.104,.84059525
04may2014,4,5,2014,8.0099993,8.7719297,8.1967211,10.509981,1.098,.83682156
05may2014,5,5,2014,8.0099993,8.7719297,8.1967211,10.500001,1.097,.8368541
06may2014,6,5,2014,8.0099993,8.7719297,8.1967211,10.549999,1.095,.83136958
07may2014,7,5,2014,8.0099993,8.7719297,8.1967211,10.700001,1.095,.81971478
08may2014,8,5,2014,8.0200005,8.7719297,8.1300812,10.73,1.095,.81844372
09may2014,9,5,2014,8.0200005,8.7719297,8.1300812,10.700001,1.094,.81998879
10may2014,10,5,2014,8.0216665,8.7719297,8.1300812,10.700001,1.094,.82015914
11may2014,11,5,2014,8.0233335,8.7719297,8.1967211,10.700001,1.099,.8240788
12may2014,12,5,2014,8.0250006,8.8495579,8.2644625,10.700001,1.104,.82800001
13may2014,13,5,2014,8.0349998,8.8495579,8.2644625,10.8,1.107,.82358742
14may2014,14,5,2014,8.0500002,8.9285707,8.333334,10.750001,1.112,.83270693
15may2014,15,5,2014,8.0699987,8.9285707,8.333334,10.899999,1.1160001,.82624954
16may2014,16,5,2014,8.0699987,9.0090094,8.4033613,11.049999,1.117,.81576377
17may2014,17,5,2014,8.0699987,9.0090094,8.4033613,11.132711,1.1210001,.81260252
18may2014,18,5,2014,8.0699987,9.0090094,8.4033613,11.216044,1.123,.80800402
19may2014,19,5,2014,8.0699987,9.090909,8.474576,11.300001,1.123,.8020007
20may2014,20,5,2014,8.0750008,9.090909,8.474576,11.699999,1.125,.77644253
21may2014,21,5,2014,8.0750008,9.090909,8.474576,11.900001,1.128,.76542866
22may2014,22,5,2014,8.0750008,9.090909,8.474576,11.800001,1.1289999,.77259958
23may2014,23,5,2014,8.0800009,9.090909,8.474576,11.37,1.133,.80515754
24may2014,24,5,2014,8.0800009,9.1743126,8.5470085,11.413169,1.135,.80352795
25may2014,25,5,2014,8.0800009,9.1743126,8.5470085,11.456503,1.137,.80189919
26may2014,26,5,2014,8.0800009,9.1743126,8.5470085,11.5,1.138,.79956877
27may2014,27,5,2014,8.0849991,9.1743126,8.5470085,11.750001,1.1390001,.78372878
28may2014,28,5,2014,8.0899992,9.1743126,8.5470085,11.800001,1.14,.7815761
29may2014,29,5,2014,8.0899992,9.1743126,8.5470085,11.699999,1.137,.78618205
30may2014,30,5,2014,8.0950003,9.1743126,8.5470085,11.399999,1.136,.80665976
31may2014,31,5,2014,8.0966663,9.1743126,8.5470085,11.399999,1.1339999,.80540526
01jun2014,1,6,2014,8.0983334,9.1743126,8.5470085,11.399999,1.133,.80486077
02jun2014,2,6,2014,8.1000004,9.1743126,8.5470085,11.399999,1.131,.80360544
03jun2014,3,6,2014,8.1100006,9.090909,8.474576,11.5,1.1289999,.7961905
04jun2014,4,6,2014,8.1199999,9.1743126,8.5470085,11.549998,1.1289999,.7937212
05jun2014,5,6,2014,8.1400013,9.1743126,8.5470085,11.549998,1.127,.79426688
06jun2014,6,6,2014,8.1450005,9.1743126,8.5470085,11.549998,1.128,.79545987
07jun2014,7,6,2014,8.1450005,9.1743126,8.5470085,11.549998,1.128,.79545987
08jun2014,8,6,2014,8.1450005,9.1743126,8.5470085,11.549998,1.13,.79687023
09jun2014,9,6,2014,8.1450005,9.1743126,8.5470085,11.549998,1.131,.79757547
10jun2014,10,6,2014,8.1499996,9.2592592,8.6206903,11.599998,1.136,.79813802
11jun2014,11,6,2014,8.1499996,9.2592592,8.6206903,11.599998,1.138,.7995432
12jun2014,12,6,2014,8.1499996,9.2592592,8.6206903,11.699999,1.142,.79549581
13jun2014,13,6,2014,8.1499996,9.3457947,8.695652,11.650001,1.145,.80100852
14jun2014,14,6,2014,8.1499996,9.3457947,8.695652,11.716289,1.149,.79925907
15jun2014,15,6,2014,8.1499996,9.3457947,8.695652,11.782953,1.151,.79612041
16jun2014,16,6,2014,8.1499996,9.3457947,8.7719297,11.849998,1.153,.79299164
17jun2014,17,6,2014,8.1499996,9.4339628,8.7719297,12.2,1.1569999,.77291387
18jun2014,18,6,2014,8.1499996,9.4339628,8.7719297,12.299999,1.158,.76729274
19jun2014,19,6,2014,8.1499996,9.4339628,8.7719297,12.400002,1.158,.76110476
20jun2014,20,6,2014,8.1499996,9.4339628,8.7719297,12.2472,1.1569999,.76993513
21jun2014,21,6,2014,8.1499996,9.4339628,8.7719297,12.096282,1.156,.77886748
22jun2014,22,6,2014,8.1499996,9.4339628,8.7719297,11.947223,1.156,.78858495
23jun2014,23,6,2014,8.1499996,9.3457947,8.7719297,11.800001,1.153,.79635161
24jun2014,24,6,2014,8.1499996,9.3457947,8.7719297,12.000001,1.152,.78239989
25jun2014,25,6,2014,8.1499996,9.3457947,8.695652,12.050001,1.152,.77915347
26jun2014,26,6,2014,8.1499996,9.3457947,8.695652,12.050001,1.152,.77915347
27jun2014,27,6,2014,8.1499996,9.3457947,8.7719297,12.150001,1.153,.77341145
28jun2014,28,6,2014,8.1499996,9.3457947,8.7719297,12.150001,1.154,.7740823
29jun2014,29,6,2014,8.1499996,9.4339628,8.7719297,12.150001,1.155,.77475303
30jun2014,30,6,2014,8.1499996,9.4339628,8.7719297,12.150001,1.155,.77475303
01jul2014,1,7,2014,8.1499996,9.4339628,8.7719297,12.050001,1.1569999,.7825352
02jul2014,2,7,2014,8.1499996,9.4339628,8.7719297,12.000001,1.158,.78647494
