date,day,month,year,e_oficial,e_ppp,e_ppp_adj,e_blue,rer,rer_blue
03jul2014,3,7,2014,8.1499996,9.4339628,8.7719297,11.95,1.158,.78976566
04jul2014,4,7,2014,8.1499996,9.4339628,8.7719297,11.95,1.158,.78976566
05jul2014,5,7,2014,8.1533318,9.4339628,8.7719297,11.95,1.16,.79145312
06jul2014,6,7,2014,8.1566648,9.4339628,8.7719297,11.95,1.161,.79245925
07jul2014,7,7,2014,8.1599998,9.4339628,8.7719297,11.95,1.161,.7927832
08jul2014,8,7,2014,8.1599998,9.4339628,8.8495579,12.000001,1.1619999,.79015988
09jul2014,9,7,2014,8.1599998,9.4339628,8.8495579,12.000001,1.161,.78947991
10jul2014,10,7,2014,8.1599998,9.4339628,8.7719297,12.000001,1.161,.78947991
11jul2014,11,7,2014,8.1700001,9.4339628,8.8495579,11.900001,1.161,.79708987
12jul2014,12,7,2014,8.1700001,9.4339628,8.8495579,11.933241,1.161,.79486954
13jul2014,13,7,2014,8.1700001,9.4339628,8.7719297,11.966574,1.158,.79060721
14jul2014,14,7,2014,8.1700001,9.4339628,8.7719297,12.000001,1.158,.78840494
15jul2014,15,7,2014,8.1700001,9.4339628,8.7719297,12.100001,1.159,.7825644
16jul2014,16,7,2014,8.1700001,9.4339628,8.8495579,12.2,1.161,.7774893
17jul2014,17,7,2014,8.1700001,9.4339628,8.8495579,12.250001,1.163,.77564967
18jul2014,18,7,2014,8.1700001,9.5238094,8.8495579,12.250001,1.164,.77631664
19jul2014,19,7,2014,8.1733322,9.5238094,8.8495579,12.256664,1.1670001,.77821165
20jul2014,20,7,2014,8.1766653,9.5238094,8.8495579,12.26333,1.17,.78010601
21jul2014,21,7,2014,8.1800003,9.5238094,8.9285707,12.270001,1.1720001,.78133333
22jul2014,22,7,2014,8.1800003,9.5238094,8.9285707,12.450001,1.1720001,.770037
23jul2014,23,7,2014,8.1800003,9.6153841,8.9285707,12.6,1.176,.76346666
24jul2014,24,7,2014,8.1899996,9.6153841,8.9285707,12.5,1.177,.77117038
25jul2014,25,7,2014,8.1899996,9.6153841,8.9285707,12.6,1.177,.76504993
26jul2014,26,7,2014,8.1933317,9.6153841,9.0090094,12.731947,1.178,.75807297
27jul2014,27,7,2014,8.1966648,9.6153841,9.0090094,12.865275,1.1799999,.75179613
28jul2014,28,7,2014,8.1999989,9.6153841,9.0090094,12.999999,1.1799999,.74430764
29jul2014,29,7,2014,8.2099991,9.6153841,9.0090094,12.8,1.1799999,.7568593
30jul2014,30,7,2014,8.2200003,9.7087383,9.0090094,12.299999,1.184,.79125863
31jul2014,31,7,2014,8.2299995,9.7087383,9.090909,12.699999,1.191,.77180552
01aug2014,1,8,2014,8.250001,9.8039217,9.090909,12.8,1.1900001,.76699227
02aug2014,2,8,2014,8.2599878,9.8039217,9.1743126,12.76658,1.196,.77381307
03aug2014,3,8,2014,8.2699881,9.9009895,9.1743126,12.733246,1.201,.78002542
04aug2014,4,8,2014,8.2799997,9.9009895,9.2592592,12.699999,1.209,.78822994
05aug2014,5,8,2014,8.2799997,10,9.2592592,12.699999,1.207,.78692603
06aug2014,6,8,2014,8.2799997,10,9.2592592,12.8,1.2079999,.78142494
07aug2014,7,8,2014,8.2799997,10,9.3457947,12.8,1.2079999,.78142494
08aug2014,8,8,2014,8.2900009,10,9.3457947,12.8,1.209,.7830165
09aug2014,9,8,2014,8.2900009,10,9.3457947,12.8,1.21,.78366417
10aug2014,10,8,2014,8.2900009,10,9.3457947,12.8,1.211,.78431177
11aug2014,11,8,2014,8.2900009,10,9.3457947,12.8,1.2130001,.78560716
12aug2014,12,8,2014,8.2900009,10,9.3457947,12.949999,1.216,.7784279
13aug2014,13,8,2014,8.2900009,10.10101,9.3457947,13.149999,1.2180001,.76784962
14aug2014,14,8,2014,8.2900009,10.10101,9.4339628,13.200001,1.219,.76556897
15aug2014,15,8,2014,8.2900009,10.10101,9.4339628,13.200001,1.221,.76682502
16aug2014,16,8,2014,8.2924995,10.10101,9.4339628,13.200001,1.224,.76894081
17aug2014,17,8,2014,8.2949991,10.10101,9.4339628,13.200001,1.227,.77105778
18aug2014,18,8,2014,8.2974997,10.10101,9.4339628,13.200001,1.227,.77129024
19aug2014,19,8,2014,8.3000002,10.204082,9.4339628,13.200001,1.227,.7715227
20aug2014,20,8,2014,8.3299999,10.204082,9.4339628,13.550002,1.227,.75431061
21aug2014,21,8,2014,8.4050007,10.204082,9.5238094,13.949999,1.223,.73686862
22aug2014,22,8,2014,8.4199991,10.204082,9.5238094,13.880002,1.214,.73644656
23aug2014,23,8,2014,8.4199991,10.204082,9.5238094,13.913255,1.215,.73529166
24aug2014,24,8,2014,8.4199991,10.204082,9.5238094,13.946589,1.216,.73413789
25aug2014,25,8,2014,8.4199991,10.204082,9.5238094,13.980001,1.2180001,.73358792
26aug2014,26,8,2014,8.4199991,10.204082,9.5238094,14.199998,1.219,.72281551
27aug2014,27,8,2014,8.4199991,10.204082,9.5238094,14.379998,1.221,.71493882
28aug2014,28,8,2014,8.4199991,10.309278,9.5238094,14.214043,1.221,.72328609
29aug2014,29,8,2014,8.4199991,10.309278,9.6153841,14.050002,1.223,.73292941
30aug2014,30,8,2014,8.4199991,10.309278,9.6153841,14.099823,1.225,.73153394
31aug2014,31,8,2014,8.4199991,10.309278,9.6153841,14.149822,1.223,.72775894
01sep2014,1,9,2014,8.4199991,10.309278,9.5238094,14.199998,1.224,.72578031
02sep2014,2,9,2014,8.4199991,10.309278,9.6153841,14.25,1.226,.72441536
03sep2014,3,9,2014,8.4199991,10.309278,9.6153841,14.199998,1.228,.72815216
04sep2014,4,9,2014,8.4099998,10.309278,9.6153841,14.000001,1.226,.73647565
05sep2014,5,9,2014,8.4199991,10.309278,9.6153841,14.000001,1.229,.73915559
06sep2014,6,9,2014,8.4199991,10.309278,9.6153841,14.066352,1.227,.7344718
07sep2014,7,9,2014,8.4199991,10.309278,9.6153841,14.133017,1.227,.73100734
08sep2014,8,9,2014,8.4199991,10.309278,9.6153841,14.199998,1.227,.72755921
09sep2014,9,9,2014,8.4199991,10.309278,9.6153841,14.25,1.229,.726188
10sep2014,10,9,2014,8.4199991,10.309278,9.6153841,14.25,1.229,.726188
11sep2014,11,9,2014,8.4199991,10.309278,9.6153841,14.259998,1.2309999,.72685975
12sep2014,12,9,2014,8.4199991,10.309278,9.6153841,14.349999,1.232,.72288775
13sep2014,13,9,2014,8.4199991,10.309278,9.6153841,14.383256,1.233,.72180176
14sep2014,14,9,2014,8.4199991,10.416667,9.6153841,14.41659,1.235,.7213009
15sep2014,15,9,2014,8.4199991,10.416667,9.6153841,14.449999,1.2359999,.72021592
16sep2014,16,9,2014,8.4199991,10.416667,9.7087383,14.699998,1.237,.7085402
17sep2014,17,9,2014,8.4300003,10.416667,9.7087383,15.1,1.24,.69226491
18sep2014,18,9,2014,8.4300003,10.416667,9.7087383,15.000001,1.24,.69687998
19sep2014,19,9,2014,8.4399996,10.416667,9.7087383,15.000001,1.2460001,.70108265
20sep2014,20,9,2014,8.4433317,10.526316,9.7087383,15.049833,1.244,.69791496
21sep2014,21,9,2014,8.4466658,10.526316,9.7087383,15.099833,1.245,.69643801
22sep2014,22,9,2014,8.4500008,10.526316,9.8039217,15.149999,1.247,.69552153
23sep2014,23,9,2014,8.4399996,10.526316,9.8039217,15.42,1.248,.68308169
24sep2014,24,9,2014,8.4399996,10.526316,9.8039217,15.949999,1.249,.66091281
25sep2014,25,9,2014,8.4399996,10.526316,9.8039217,15.749997,1.252,.6709131
26sep2014,26,9,2014,8.4599991,10.526316,9.8039217,15.749997,1.251,.67196578
27sep2014,27,9,2014,8.4699879,10.526316,9.8039217,15.699838,1.248,.67329007
28sep2014,28,9,2014,8.4799881,10.526316,9.8039217,15.649838,1.248,.67623866
29sep2014,29,9,2014,8.4900007,10.526316,9.8039217,15.599999,1.247,.6786558
30sep2014,30,9,2014,8.4399996,10.526316,9.8039217,15.7,1.243,.66821146
01oct2014,1,10,2014,8.4699993,10.526316,9.8039217,15.599999,1.25,.67868584
02oct2014,2,10,2014,8.4599991,10.526316,9.8039217,15.499999,1.248,.68116641
03oct2014,3,10,2014,8.4800014,10.638298,9.8039217,15.299999,1.255,.69558185
04oct2014,4,10,2014,8.4833326,10.638298,9.8039217,15.182432,1.256,.70180231
05oct2014,5,10,2014,8.4866657,10.638298,9.8039217,15.065769,1.258,.70864129
06oct2014,6,10,2014,8.4900007,10.638298,9.9009895,14.950003,1.258,.71440929
07oct2014,7,10,2014,8.4699993,10.638298,9.9009895,14.699998,1.258,.72484761
08oct2014,8,10,2014,8.4800014,10.638298,9.9009895,14.650002,1.263,.73107445
09oct2014,9,10,2014,8.4900007,10.638298,9.9009895,14.83,1.263,.72305262
10oct2014,10,10,2014,8.4800014,10.752687,9.9009895,14.950003,1.2640001,.71697128
11oct2014,11,10,2014,8.4812508,10.752687,10,14.904798,1.2690001,.72209692
12oct2014,12,10,2014,8.4825001,10.752687,10,14.859728,1.274,.72724789
13oct2014,13,10,2014,8.4837503,10.869565,10,14.814796,1.279,.73242432
14oct2014,14,10,2014,8.4850006,10.869565,10.10101,14.77,1.284,.73762625
15oct2014,15,10,2014,8.4900007,10.869565,10.10101,14.730001,1.289,.74294704
16oct2014,16,10,2014,8.4900007,10.989011,10.10101,14.650002,1.2920001,.7487427
17oct2014,17,10,2014,8.4900007,10.989011,10.204082,14.699998,1.298,.74966133
18oct2014,18,10,2014,8.4933319,10.989011,10.204082,14.693329,1.2970001,.74971795
19oct2014,19,10,2014,8.496665,10.989011,10.204082,14.686663,1.298,.75093108
20oct2014,20,10,2014,8.5,10.989011,10.204082,14.68,1.3,.75272477
21oct2014,21,10,2014,8.5050011,10.989011,10.204082,14.699998,1.299,.7515645
22oct2014,22,10,2014,8.5,11.111111,10.204082,14.689999,1.302,.75336975
23oct2014,23,10,2014,8.5,11.111111,10.309278,14.699998,1.306,.75517017
24oct2014,24,10,2014,8.5050011,11.111111,10.309278,14.650002,1.3049999,.75761265
25oct2014,25,10,2014,8.5066671,11.111111,10.309278,14.659994,1.307,.75840509
26oct2014,26,10,2014,8.5083332,11.111111,10.309278,14.669992,1.3099999,.75977653
27oct2014,27,10,2014,8.5100002,11.111111,10.309278,14.68,1.311,.75998712
28oct2014,28,10,2014,8.5149994,11.111111,10.309278,14.62,1.312,.76413673
29oct2014,29,10,2014,8.5149994,11.235955,10.416667,14.529999,1.324,.77590227
30oct2014,30,10,2014,8.5149994,11.235955,10.416667,14.33,1.326,.7879197
31oct2014,31,10,2014,8.5149994,11.235955,10.416667,14.280001,1.326,.79067844
01nov2014,1,11,2014,8.5166664,11.235955,10.416667,14.152193,1.3279999,.79917878
02nov2014,2,11,2014,8.5183334,11.363636,10.416667,14.02553,1.329,.80716133
03nov2014,3,11,2014,8.5200014,11.363636,10.416667,13.900001,1.331,.81583601
04nov2014,4,11,2014,8.5200014,11.363636,10.416667,13.599999,1.3329999,.83508545
05nov2014,5,11,2014,8.5200014,11.363636,10.526316,13.500001,1.336,.8431645
06nov2014,6,11,2014,8.5200014,11.363636,10.526316,13.500001,1.339,.84505785
07nov2014,7,11,2014,8.5200014,11.363636,10.526316,13.1,1.342,.87281233
08nov2014,8,11,2014,8.5200014,11.494253,10.526316,12.94825,1.3430001,.88369954
09nov2014,9,11,2014,8.5200014,11.494253,10.526316,12.798256,1.345,.89538777
10nov2014,10,11,2014,8.5200014,11.494253,10.526316,12.65,1.345,.90588158
11nov2014,11,11,2014,8.5200014,11.494253,10.526316,13.149999,1.346,.87208533
12nov2014,12,11,2014,8.5200014,11.494253,10.526316,13.679999,1.347,.83892125
13nov2014,13,11,2014,8.5200014,11.494253,10.638298,13.399999,1.349,.85772258
14nov2014,14,11,2014,8.5249996,11.494253,10.638298,13.380002,1.35,.86014557
15nov2014,15,11,2014,8.5249996,11.494253,10.638298,13.413251,1.352,.85928452
16nov2014,16,11,2014,8.5249996,11.494253,10.638298,13.446585,1.355,.85905641
17nov2014,17,11,2014,8.5249996,11.494253,10.638298,13.479999,1.3559999,.85755938
18nov2014,18,11,2014,8.5300016,11.627907,10.638298,13.550002,1.359,.85551804
19nov2014,19,11,2014,8.5300016,11.627907,10.638298,13.550002,1.3609999,.85677707
20nov2014,20,11,2014,8.5300016,11.627907,10.752687,13.500001,1.365,.86247784
21nov2014,21,11,2014,8.5300016,11.627907,10.752687,13.380002,1.368,.87212563
22nov2014,22,11,2014,8.531251,11.627907,10.752687,13.372495,1.3710001,.87465686
23nov2014,23,11,2014,8.5325003,11.764706,10.752687,13.364993,1.375,.87782967
24nov2014,24,11,2014,8.5337496,11.764706,10.869565,13.357495,1.3789999,.88100648
25nov2014,25,11,2014,8.5349989,11.764706,10.869565,13.350002,1.383,.88418746
26nov2014,26,11,2014,8.5349989,11.764706,10.869565,13.299999,1.385,.88879508
27nov2014,27,11,2014,8.5349989,11.904762,10.869565,13.200001,1.3890001,.89811468
28nov2014,28,11,2014,8.5400009,11.904762,10.989011,13.1,1.391,.90680468
29nov2014,29,11,2014,8.541667,11.904762,10.989011,13.1,1.393,.90828568
30nov2014,30,11,2014,8.543334,11.904762,10.989011,13.1,1.393,.90846288
01dec2014,1,12,2014,8.545001,11.904762,10.869565,13.1,1.388,.9053787
02dec2014,2,12,2014,8.5549994,11.904762,10.869565,12.999999,1.3890001,.91406888
03dec2014,3,12,2014,8.5549994,11.904762,10.869565,13.049999,1.3890001,.91056669
04dec2014,4,12,2014,8.5600004,11.904762,10.869565,12.920001,1.388,.91960365
05dec2014,5,12,2014,8.5600004,11.904762,10.989011,12.779999,1.401,.93838513
06dec2014,6,12,2014,8.5612497,12.048193,10.989011,12.784996,1.403,.93949455
07dec2014,7,12,2014,8.562499,12.048193,10.989011,12.789995,1.406,.94127274
08dec2014,8,12,2014,8.5637493,12.048193,10.989011,12.794997,1.408,.94238079
09dec2014,9,12,2014,8.5649996,12.048193,10.989011,12.8,1.409,.94281918
10dec2014,10,12,2014,8.5649996,12.048193,11.111111,12.779999,1.4119999,.94630522
11dec2014,11,12,2014,8.5649996,12.048193,11.111111,12.699999,1.416,.95496386
12dec2014,12,12,2014,8.5649996,12.195122,11.111111,12.849999,1.419,.94581604
13dec2014,13,12,2014,8.5649996,12.195122,11.235955,12.955793,1.426,.94272035
14dec2014,14,12,2014,8.5649996,12.195122,11.235955,13.062459,1.431,.93830079
15dec2014,15,12,2014,8.5649996,12.345679,11.235955,13.170002,1.4349999,.93324012
16dec2014,16,12,2014,8.5649996,12.345679,11.235955,13.149999,1.441,.9385677
17dec2014,17,12,2014,8.5699997,12.345679,11.363636,13.1,1.4450001,.94531685
18dec2014,18,12,2014,8.5649996,12.345679,11.363636,13.149999,1.45,.94442976
19dec2014,19,12,2014,8.5649996,12.5,11.363636,13.1,1.455,.95130342
20dec2014,20,12,2014,8.5649996,12.5,11.494253,13.126613,1.459,.9519847
21dec2014,21,12,2014,8.5649996,12.5,11.494253,13.15328,1.4630001,.95265937
22dec2014,22,12,2014,8.5649996,12.5,11.494253,13.18,1.466,.95267749
23dec2014,23,12,2014,8.5649996,12.5,11.494253,13.380002,1.47,.94099766
24dec2014,24,12,2014,8.5649996,12.658227,11.494253,13.408186,1.474,.94157475
25dec2014,25,12,2014,8.5649996,12.658227,11.627907,13.436431,1.484,.94596994
26dec2014,26,12,2014,8.5649996,12.658227,11.627907,13.464733,1.479,.94080102
27dec2014,27,12,2014,8.5649996,12.658227,11.627907,13.493096,1.4859999,.94326681
28dec2014,28,12,2014,8.5649996,12.658227,11.627907,13.52152,1.488,.9425509
29dec2014,29,12,2014,8.5649996,12.820513,11.627907,13.550002,1.49,.94183379
30dec2014,30,12,2014,8.5649996,12.820513,11.764706,13.8,1.495,.92787498
31dec2014,31,12,2014,8.5666666,12.820513,11.764706,13.8,1.513,.93922937
01jan2015,1,1,2015,8.5683327,12.987013,11.764706,13.8,1.527,.94810462
02jan2015,2,1,2015,8.5699997,12.987013,11.764706,13.8,1.5140001,.94021595
03jan2015,3,1,2015,8.5733318,12.987013,11.764706,13.783313,1.518,.9442082
04jan2015,4,1,2015,8.5766649,12.987013,11.904762,13.766648,1.521,.94758785
05jan2015,5,1,2015,8.579999,12.987013,11.904762,13.750002,1.525,.95159978
06jan2015,6,1,2015,8.5900002,13.157895,11.904762,13.750002,1.53,.9558326
07jan2015,7,1,2015,8.6000004,13.157895,11.904762,13.750002,1.528,.95569444
08jan2015,8,1,2015,8.6050005,13.157895,11.904762,13.77,1.528,.9548614
09jan2015,9,1,2015,8.6050005,13.157895,12.048193,13.77,1.5319999,.95736098
10jan2015,10,1,2015,8.6050005,13.157895,12.048193,13.746628,1.535,.96086663
11jan2015,11,1,2015,8.6050005,13.157895,12.048193,13.723294,1.539,.96500856
12jan2015,12,1,2015,8.6050005,13.333333,12.048193,13.700001,1.5420001,.96853364
13jan2015,13,1,2015,8.6050005,13.333333,12.048193,13.599999,1.546,.97818613
14jan2015,14,1,2015,8.6099997,13.333333,12.195122,13.620001,1.55,.97984564
15jan2015,15,1,2015,8.6099997,13.333333,12.195122,13.620001,1.554,.98237437
16jan2015,16,1,2015,8.6099997,13.333333,12.195122,13.590001,1.558,.98707718
17jan2015,17,1,2015,8.6133318,13.513514,12.195122,13.626568,1.561,.9867056
18jan2015,18,1,2015,8.6166658,13.513514,12.195122,13.663235,1.5650001,.98696119
19jan2015,19,1,2015,8.6200008,13.513514,12.345679,13.700001,1.5700001,.98783946
20jan2015,20,1,2015,8.625,13.513514,12.345679,13.65,1.572,.9932968
21jan2015,21,1,2015,8.6300011,13.513514,12.345679,13.65,1.575,.99576944
22jan2015,22,1,2015,8.6350002,13.513514,12.345679,13.700001,1.577,.99397045
23jan2015,23,1,2015,8.6400003,13.69863,12.345679,13.669999,1.579,.99799275
24jan2015,24,1,2015,8.6400003,13.69863,12.5,13.666666,1.582,1.0001328
25jan2015,25,1,2015,8.6400003,13.69863,12.5,13.663332,1.587,1.0035385
26jan2015,26,1,2015,8.6400003,13.69863,12.5,13.660001,1.586,1.0031508
27jan2015,27,1,2015,8.6400003,13.69863,12.5,13.65,1.587,1.0045187
28jan2015,28,1,2015,8.6449986,13.69863,12.5,13.750002,1.589,.99904734
29jan2015,29,1,2015,8.6500006,13.69863,12.5,13.599999,1.59,1.011287
30jan2015,30,1,2015,8.6600008,13.69863,12.5,13.599999,1.59,1.0124561
31jan2015,31,1,2015,8.663332,13.69863,12.5,13.526269,1.59,1.0183665
01feb2015,1,2,2015,8.6666651,13.69863,12.5,13.452936,1.587,1.0223788
02feb2015,2,2,2015,8.6699991,13.69863,12.5,13.380002,1.585,1.0270513
03feb2015,3,2,2015,8.6750011,13.69863,12.345679,13.309999,1.579,1.0291382
04feb2015,4,2,2015,8.6750011,13.69863,12.345679,13.299999,1.576,1.0279551
05feb2015,5,2,2015,8.6750011,13.513514,12.345679,13.249998,1.572,1.0292153
06feb2015,6,2,2015,8.6750011,13.513514,12.345679,13.200001,1.567,1.0298277
07feb2015,7,2,2015,8.6766672,13.513514,12.345679,13.19333,1.563,1.0279156
08feb2015,8,2,2015,8.6783333,13.513514,12.195122,13.186664,1.558,1.0253422
09feb2015,9,2,2015,8.6799994,13.513514,12.195122,13.18,1.5599999,1.0273746
10feb2015,10,2,2015,8.6850014,13.513514,12.195122,13.18,1.553,1.0233541
11feb2015,11,2,2015,8.6900005,13.333333,12.195122,13.149999,1.5470001,1.0223142
12feb2015,12,2,2015,8.6949997,13.333333,12.195122,13.119998,1.538,1.0192767
13feb2015,13,2,2015,8.6949997,13.333333,12.048193,13.19,1.531,1.0092529
14feb2015,14,2,2015,8.6959991,13.157895,12.048193,13.151778,1.524,1.0076739
15feb2015,15,2,2015,8.6969995,13.157895,11.904762,13.113668,1.518,1.0067393
16feb2015,16,2,2015,8.697999,13.157895,11.904762,13.075669,1.511,1.0051247
17feb2015,17,2,2015,8.6989994,12.987013,11.904762,13.037779,1.505,1.0041583
18feb2015,18,2,2015,8.6999989,12.987013,11.904762,12.999999,1.501,1.0045153
19feb2015,19,2,2015,8.71,12.987013,11.764706,12.849999,1.499,1.0160538
20feb2015,20,2,2015,8.7150002,12.987013,11.764706,13.02,1.4960001,1.0013551
21feb2015,21,2,2015,8.7166672,12.987013,11.764706,13.049931,1.495,.99858129
22feb2015,22,2,2015,8.7183342,12.987013,11.764706,13.07993,1.494,.99581498
23feb2015,23,2,2015,8.7200012,12.987013,11.764706,13.109999,1.4910001,.99172568
24feb2015,24,2,2015,8.7300005,12.987013,11.764706,13.109999,1.488,.99086517
25feb2015,25,2,2015,8.7349997,12.987013,11.764706,13.139998,1.4859999,.9878394
26feb2015,26,2,2015,8.7349997,12.987013,11.764706,13.109999,1.484,.98876733
27feb2015,27,2,2015,8.7400017,12.987013,11.764706,13.029999,1.483,.99473709
28feb2015,28,2,2015,8.7416668,12.820513,11.764706,13.019992,1.477,.99166286
01mar2015,1,3,2015,8.7433329,12.820513,11.627907,13.009991,1.467,.98589385
02mar2015,2,3,2015,8.7449999,12.820513,11.627907,12.999999,1.461,.9828034
03mar2015,3,3,2015,8.750001,12.658227,11.494253,12.930001,1.456,.98530555
04mar2015,4,3,2015,8.7550011,12.658227,11.494253,12.930001,1.449,.98112881
05mar2015,5,3,2015,8.7650003,12.658227,11.494253,12.849999,1.444,.98495424
06mar2015,6,3,2015,8.7700005,12.658227,11.494253,12.810001,1.439,.98517013
07mar2015,7,3,2015,8.7716665,12.5,11.363636,12.793312,1.4349999,.98390013
08mar2015,8,3,2015,8.7733326,12.5,11.363636,12.776645,1.432,.98331088
09mar2015,9,3,2015,8.7749996,12.5,11.363636,12.759998,1.4299999,.98340523
10mar2015,10,3,2015,8.7849989,12.5,11.363636,12.759998,1.428,.98314893
11mar2015,11,3,2015,8.79,12.5,11.363636,12.819998,1.429,.97979033
12mar2015,12,3,2015,8.79,12.5,11.363636,12.920001,1.431,.97356725
13mar2015,13,3,2015,8.7950001,12.5,11.363636,12.96,1.432,.97179317
14mar2015,14,3,2015,8.7950001,12.658227,11.363636,12.936625,1.432,.97354913
15mar2015,15,3,2015,8.7950001,12.658227,11.494253,12.913291,1.434,.97667044
16mar2015,16,3,2015,8.7950001,12.658227,11.494253,12.889999,1.434,.97843522
17mar2015,17,3,2015,8.8000002,12.658227,11.494253,12.88,1.437,.98180127
18mar2015,18,3,2015,8.8049994,12.658227,11.494253,12.96,1.4349999,.97493619
19mar2015,19,3,2015,8.8099995,12.658227,11.494253,12.860001,1.437,.98444545
20mar2015,20,3,2015,8.8099995,12.658227,11.494253,12.819998,1.437,.98751724
21mar2015,21,3,2015,8.8109989,12.658227,11.494253,12.817998,1.437,.98778343
22mar2015,22,3,2015,8.8119993,12.658227,11.494253,12.815999,1.437,.98804963
23mar2015,23,3,2015,8.8129988,12.658227,11.494253,12.814,1.439,.98969144
24mar2015,24,3,2015,8.8139992,12.658227,11.494253,12.811999,1.4400001,.99064624
25mar2015,25,3,2015,8.8149996,12.658227,11.494253,12.810001,1.4400001,.99091321
26mar2015,26,3,2015,8.8200006,12.658227,11.494253,12.790001,1.437,.99095708
27mar2015,27,3,2015,8.8200006,12.658227,11.494253,12.779999,1.436,.99104249
28mar2015,28,3,2015,8.8233328,12.658227,11.494253,12.726442,1.436,.99558896
29mar2015,29,3,2015,8.8266659,12.658227,11.494253,12.673109,1.437,1.0008529
30mar2015,30,3,2015,8.829999,12.658227,11.494253,12.62,1.439,1.0068438
31mar2015,31,3,2015,8.835001,12.658227,11.494253,12.62,1.438,1.006714
01apr2015,1,4,2015,8.8400002,12.820513,11.627907,12.549998,1.4529999,1.0234679
02apr2015,2,4,2015,8.8410006,12.820513,11.627907,12.537976,1.455,1.0259755
03apr2015,3,4,2015,8.842,12.658227,11.494253,12.525965,1.461,1.0313107
04apr2015,4,4,2015,8.8429995,12.658227,11.494253,12.513965,1.46,1.0317098
05apr2015,5,4,2015,8.8439989,12.658227,11.494253,12.501977,1.439,1.0179602
06apr2015,6,4,2015,8.8449993,12.658227,11.494253,12.49,1.464,1.0367557
07apr2015,7,4,2015,8.8500004,12.658227,11.494253,12.380001,1.439,1.0286874
08apr2015,8,4,2015,8.8550005,12.658227,11.494253,12.450001,1.439,1.0234816
09apr2015,9,4,2015,8.8550005,12.658227,11.494253,12.390001,1.439,1.0284379
10apr2015,10,4,2015,8.8599997,12.658227,11.494253,12.400002,1.439,1.0281885
11apr2015,11,4,2015,8.8633318,12.820513,11.494253,12.406665,1.441,1.0294516
12apr2015,12,4,2015,8.8666658,12.820513,11.494253,12.41333,1.443,1.0307144
13apr2015,13,4,2015,8.8700008,12.820513,11.627907,12.42,1.444,1.0312625
14apr2015,14,4,2015,8.8700008,12.820513,11.627907,12.519999,1.443,1.0223173
15apr2015,15,4,2015,8.8800011,12.820513,11.627907,12.8,1.444,1.001775
16apr2015,16,4,2015,8.8800011,12.820513,11.627907,12.719999,1.444,1.0080756
17apr2015,17,4,2015,8.8800011,12.820513,11.627907,12.710001,1.444,1.0088686
18apr2015,18,4,2015,8.8800011,12.820513,11.627907,12.699993,1.441,1.007566
19apr2015,19,4,2015,8.8800011,12.820513,11.627907,12.689993,1.439,1.0069604
20apr2015,20,4,2015,8.8800011,12.820513,11.494253,12.68,1.438,1.0070536
21apr2015,21,4,2015,8.8850012,12.820513,11.494253,12.710001,1.437,1.0045433
22apr2015,22,4,2015,8.8899994,12.658227,11.494253,12.790001,1.434,.99673641
23apr2015,23,4,2015,8.8949986,12.658227,11.494253,12.84,1.431,.99133509
24apr2015,24,4,2015,8.9000006,12.658227,11.494253,12.8,1.429,.99360168
25apr2015,25,4,2015,8.9016666,12.658227,11.494253,12.76658,1.426,.99429739
26apr2015,26,4,2015,8.9033327,12.658227,11.494253,12.733246,1.424,.99568856
27apr2015,27,4,2015,8.9049997,12.658227,11.494253,12.699999,1.423,.99778074
28apr2015,28,4,2015,8.9100008,12.658227,11.494253,12.730001,1.42,.99388838
29apr2015,29,4,2015,8.915,12.658227,11.363636,12.730001,1.419,.9937458
30apr2015,30,4,2015,8.920001,12.658227,11.363636,12.699999,1.416,.99454516
01may2015,1,5,2015,8.9212503,12.987013,11.764706,12.677439,1.46,1.0274178
02may2015,2,5,2015,8.9225006,12.987013,11.764706,12.654919,1.457,1.0272751
03may2015,3,5,2015,8.9237499,12.987013,11.764706,12.63244,1.456,1.0285408
04may2015,4,5,2015,8.9250002,12.987013,11.764706,12.609999,1.457,1.0312234
05may2015,5,5,2015,8.9300003,12.987013,11.764706,12.580001,1.4579999,1.0349712
06may2015,6,5,2015,8.9350004,12.987013,11.627907,12.6,1.455,1.0317798
07may2015,7,5,2015,8.9350004,12.987013,11.627907,12.590002,1.45,1.0290508
08may2015,8,5,2015,8.9399996,12.987013,11.627907,12.57,1.451,1.0319761
09may2015,9,5,2015,8.9416656,12.987013,11.627907,12.553309,1.45,1.0328285
10may2015,10,5,2015,8.9433317,12.987013,11.627907,12.536643,1.451,1.0351076
11may2015,11,5,2015,8.9449997,12.987013,11.627907,12.519999,1.449,1.035248
12may2015,12,5,2015,8.9499998,12.987013,11.627907,12.53,1.448,1.0342857
13may2015,13,5,2015,8.9499998,12.987013,11.627907,12.590002,1.448,1.0293564
14may2015,14,5,2015,8.9550009,12.987013,11.627907,12.62,1.448,1.0274833
15may2015,15,5,2015,8.96,12.987013,11.627907,12.65,1.448,1.0256189
16may2015,16,5,2015,8.9616671,12.987013,11.627907,12.653332,1.449,1.0262479
17may2015,17,5,2015,8.9633331,12.987013,11.627907,12.656666,1.448,1.0254601
18may2015,18,5,2015,8.9650002,12.987013,11.627907,12.659999,1.447,1.0246727
19may2015,19,5,2015,8.9700012,12.987013,11.627907,12.699999,1.446,1.0213088
