d,x,id
.0013320886247158,-51,online
.0026846025098638,-48.91836734693877,online
.0026299565235292,-46.83673469387755,online
.0036967459462554,-44.75510204081633,online
.0042426675846848,-42.67346938775511,online
.005767856617738,-40.59183673469388,online
.0073470782679385,-38.51020408163265,online
.0071225166134053,-36.42857142857143,online
.0101381468398362,-34.3469387755102,online
.0119321990105567,-32.26530612244898,online
.0096337057284827,-30.18367346938776,online
.0100565893074167,-28.10204081632653,online
.0134134417996373,-26.02040816326531,online
.016718603365982,-23.93877551020408,online
.0153769066897742,-21.85714285714285,online
.0200858198012363,-19.77551020408163,online
.0141234155371868,-17.69387755102041,online
.0184783783089833,-15.61224489795918,online
.0169785524893819,-13.53061224489796,online
.0181983297292482,-11.44897959183673,online
.0153366759227771,-9.367346938775512,online
.0105708358865262,-7.285714285714285,online
.0071983456018521,-5.204081632653058,online
.0043458429153478,-3.122448979591837,online
.0040463099061499,-1.04081632653061,online
.0039062661438235,1.040816326530617,online
.0048070220102404,3.122448979591837,online
.0080584922789871,5.204081632653065,online
.0101464506987462,7.285714285714292,online
.0177013094612938,9.367346938775512,online
.022386267064807,11.44897959183674,online
.0161124487922816,13.53061224489797,online
.0143264715303225,15.61224489795919,online
.0118155804766933,17.69387755102041,online
.0141745964673872,19.77551020408164,online
.0071882351386702,21.85714285714286,online
.0134190622149563,23.93877551020408,online
.0156961655879598,26.02040816326532,online
.0076930073357908,28.10204081632654,online
.0073453459271835,30.18367346938776,online
.011582270364293,32.26530612244898,online
.0094982415219567,34.34693877551021,online
.0039242672179494,36.42857142857143,online
.00657592423814,38.51020408163265,online
.0059034031833365,40.59183673469389,online
.0045726883506729,42.67346938775511,online
.0040678916177964,44.75510204081633,online
.0036874382120734,46.83673469387756,online
.00607609136944,48.91836734693878,online
.0032310966032224,51,online
.0007973350004652,-51,scanner
.0013397292144469,-48.91836734693877,scanner
.0010742687240374,-46.83673469387755,scanner
.0016547832441989,-44.75510204081633,scanner
.0019796096941312,-42.67346938775511,scanner
.0024549689335082,-40.59183673469388,scanner
.0029262964889273,-38.51020408163265,scanner
.0030912221455342,-36.42857142857143,scanner
.0046610071360723,-34.3469387755102,scanner
.0051360406508906,-32.26530612244898,scanner
.0052383377064731,-30.18367346938776,scanner
.0057279934806514,-28.10204081632653,scanner
.0076400291481258,-26.02040816326531,scanner
.0090552239430138,-23.93877551020408,scanner
.0092336314675608,-21.85714285714285,scanner
.0124903630847285,-19.77551020408163,scanner
.011762495247941,-17.69387755102041,scanner
.0149925273019987,-15.61224489795918,scanner
.0168584134695576,-13.53061224489796,scanner
.0199773391764359,-11.44897959183673,scanner
